Date,AUD,CAD,CHF,GBP,IDR,JPY,KRW,MYR,NOK,NZD,PHP,RUB,SEK,SGD,THB,TRY,USD,ZAR
20150812,0.238536973,0.089940501,0.046044756,0.860609481,1.73383868,0.33335749,0.454615149,2.581555763,-0.082567292,-0.112652674,1.119293078,1.905263589,-0.039644038,1.209182024,0.78948043,1.206040005,0.904568069,1.097205433
20150811,1.397473797,0.430794886,0.546296296,0.240418611,1.686032235,0.965830102,2.298661271,1.814852587,0.637048526,1.187904968,1.417959493,0.566822894,-0.109422873,1.803699559,1.298262924,0.016344677,0.866788321,0.828105395
20150810,0.506448781,0.551945784,0.577388713,0.28364771,0.096155664,0.175914388,0.206686261,0.4283054,-0.165910851,0.126148856,0.345723421,0.280146354,0.223512701,0.363372093,0.137805512,0.258914525,0.173658715,0.379278579
20150807,-0.269378409,-0.139538129,0.233361337,0.527516396,0.5757052,0.360453141,0.160576817,0.873485489,0.166186572,-0.108010801,0.421432872,0.51579746,0.397420437,0.371352785,0.462346211,0.646523288,0.514469453,0.030956409
20150806,0.637072179,-0.00697642,0.516044286,0.732442913,0.11640375,0.525031428,-0.221482203,0.914648595,0.339058418,0.144222102,0.14470035,1.850285781,0.62146535,0.152752872,-0.164293538,0.228121797,0.018377286,-0.056121972
20150805,-0.512440159,-0.513603554,0.169172932,-0.917822839,-0.560501355,-0.617329316,-0.120805159,-0.163232476,-0.066655557,0.06614552,-0.631066022,-0.434069364,0.345156167,-0.311175847,-0.265293383,-0.601380217,-0.820195024,0.077767777
20150804,-1.592462345,0.027770064,0.396301189,-0.0071144,0.000946573,0,-0.560855558,0.213366208,0.011110494,0.072210856,-0.007987539,0.42849374,-0.437463764,0.112679791,0.075483485,0,0.200894895,-0.288633443
20150803,-0.455746367,0.656883298,0.312352106,-0.184632865,-0.511896378,-0.198034326,-0.42255381,0.395096989,-0.01110926,-0.900471107,-0.135604036,2.586763905,0.256811312,0.033152102,-0.394078453,-0.180416598,-0.145892222,0.048128726
20150731,0.497842682,0.632911392,-0.63951848,0.442225392,0.590839551,0.066055046,0.171178251,0.425460717,0.654142905,1.158231284,0.091816367,2.254006222,-0.097134531,0.192652627,0.351233219,0.042662116,0.109539023,0.178466055
20150730,-0.238394808,-0.482888936,0.103558652,-0.609669644,-0.4840127,-0.183150183,0.632668562,-0.454458932,-0.605723812,0.278265078,-0.191250299,-0.469144823,-0.054872001,-0.145936982,-0.300892301,0.124860354,-0.679963735,0.46632012
20150729,0.079528133,-0.411207137,-0.347124496,-0.296861747,0.183490571,0.029312619,-0.521875949,-0.076081788,-0.266031148,-0.084617709,0.065785539,-1.028970878,0.2422332,0.013268759,0.194921642,0.392544945,0.045351474,-0.125639933
20150728,-0.625658588,-0.42334652,0.604058518,-0.743650905,-0.676067285,0.168832122,-0.739142873,-0.430850812,-0.226719752,-1.170778329,-0.38327111,0.851610159,0.007405057,-0.521383316,-0.279901516,-1.186479351,-0.298426479,-1.280232666
20150727,0.836764511,0.62150838,0.78957382,0.820483803,1.236101238,0.390567428,0.702289839,0.951151898,0.516925129,0.425914817,1.037340236,2.968600885,0.283250056,0.751379746,0.920670625,1.97440585,1.087850809,1.516006715
20150724,1.44165993,0.343353654,-0.047542075,0.354911982,-0.107059707,-0.330517811,0.758609869,-0.004779429,0.362601807,1.171329732,-0.06817316,1.179282616,-0.062551685,0.066538026,0.047101923,0.366972477,-0.545504137,1.089962107
20150723,0.535049103,0.734100374,0.333905743,0.887997708,0.936931687,0.866795081,1.367793241,1.17749462,0.719181931,-0.513223041,1.244417377,1.384174671,0.51792489,0.94029149,1.111258103,1.062036413,0.889745001,1.31928077
20150722,0.128848501,0.347074656,0.402298851,-0.071561471,0.590631897,-0.140563735,0.362341974,0.121038999,-0.196265351,0.619684083,0.287057961,0.629829704,0.163316717,0.32342834,0.870052577,1.498870714,0.32207601,0.167785235
20150721,0.292457322,0.191611667,-0.028727377,0.229522307,-0.17704755,0.252169399,-0.121961913,-0.096737527,0.23607442,-0.157709572,-0.12403416,0.060920629,0.256841069,-0.362537764,0.283703129,0.113056288,0.138223369,0.008909744
20150720,-0.061174551,-0.29012171,0.115041703,-0.171845911,0.220524165,-0.133323458,0.437943348,0.014512735,0.168909408,-0.800288826,-0.065024791,-0.053620169,0.008562102,0.168123739,0.467880287,1.132977618,-0.339792451,0.367386785
20150717,-0.00679671,0.440653873,0.23061401,0.028649191,-0.131906262,0.081541883,0.062487983,0.077461209,0.254007677,-0.329854864,0.095596461,0.004037826,0.698373695,0.107715094,0.005378224,0.07628294,0.202447778,-0.553587574
20150716,-0.271131295,0.28510335,-0.306542772,-0.908445706,-0.910914422,-0.772342773,-0.851496473,-1.328014904,-0.922767183,1.392520523,-1.310771207,-0.801890571,-0.836806669,-0.966731115,-0.871674575,-0.934322616,-1.289853756,-0.770667569
20150715,-0.505799838,-0.326797386,0.163116484,-0.55053642,-0.164149682,-0.05146302,-0.029380702,-0.107367818,-0.578259661,-0.139664804,-0.136310789,-0.191413727,-0.542091837,-0.019997334,-0.058610401,0.089390085,-0.199437948,-0.591395884
20150714,-0.309264488,0.14941302,-0.53445314,-0.435699227,0.08037141,-0.2054292,0.557352178,-0.349509023,0.999606896,-0.012143291,0.024060633,-0.250909207,0.208768267,0.314276162,-0.167557648,-1.037732639,-0.162910671,-0.862412581
20150713,-0.674457429,-1.104700253,0.133792049,-1.290233074,-1.124989654,-0.423728814,-0.637109443,-0.888396644,0.033705972,-0.603500302,-1.137805265,-0.550452894,-0.230603288,-0.7960199,-0.927511792,-1.359242851,-1.215914171,-0.605794304
20150710,1.073164147,1.35501355,-0.380807312,0.445930881,0.90527385,1.921072226,0.887704216,1.153699466,-1.308421578,1.042746509,1.049595385,0.309494069,0.506264219,0.964436407,1.202666667,0.914448283,1.18509137,0.825774027
20150709,-0.336337952,-0.185079727,0.39185702,0.041823505,0.017520556,0.313713774,-0.016006531,-0.064317873,-0.567805954,-0.515651541,0.212774499,-0.163628421,-0.319396979,0.093852651,0,-0.223033252,0.272133527,-0.206560656
20150708,0.978127972,0.883303411,0.770490224,1.356506994,1.020387163,0,0.893880913,0.603925516,0.968496048,-0.018196155,0.664794197,0.01080382,0.68497556,0.512094872,1.026428514,0.903604187,0.850791327,1.148026509
20150707,0.231481481,0.079057065,-0.374208405,-0.042372881,-0.838498838,-0.910369329,-0.284230444,-0.692560331,0.824962119,0.285888078,-0.326277416,1.298322979,-0.438638619,-0.235278301,-0.370400193,-0.995881439,-0.699491279,-0.236230262
20150706,-0.400081372,-0.336652102,-0.420408943,-0.309771895,-0.625044786,-0.931221587,-0.389794756,0.193146863,0.672316384,-0.850370906,-0.674161799,0.416151528,-0.028807375,-0.514946833,-0.600288138,-0.840223613,-0.793078587,0.272809276
